9/10/2017,7253,Vanny Phythian,Active,Campaign 7,Phoenix,Period contract,Data Coordiator,85039,Vanny Phythian,75567,Vanny Phythian,Vct,Vanny,Consumer Non-Durables,Periract,Detroit,AZ,Murielle,Voltsillam,Campaign 7,8.56,1.7,1.72,0.69,1.56,0.34,0.39,0.48,0.7,0.34,0.13,0.88,0.04,0.97,0.61,36.3,2.1,2.07,15.53,29.47,6.21,7.82,14.81,13.26,3.99,4.77,9.2,7.11,3.74,11.02,11.49,7.57,0.85,1.2,0.87,1.15,2018-01-28 09:36:35,2018-01-28 18:36:35,2018-07-28 09:36:35
7/6/2018,9,Rachael Wisher,InActive,Campaign 3,Birmingham,Verbal contract,Senior Sales Associate,98397,Rachael Wisher,99968,Rachael Wisher,,Rachael,n/a,,Lansing,AL,Ethelbert,Tresom,Campaign 3,6.55,0.0,0.02,0.79,1.44,0.38,0.2,0.33,0.46,0.34,0.8,0.74,0.06,0.76,0.84,35.07,4.46,2.54,25.37,10.98,9.67,15.16,12.73,11.84,3.7,12.26,19.26,11.65,11.95,4.74,16.67,10.72,0.58,0.86,1.82,1.15,2018-04-30 16:44:48,2018-05-01 01:44:48,2018-10-30 16:44:48
6/10/2018,3,Zita Zoppo,Active,Campaign 7,Amarillo,Verbal contract,Mechanical Systems Engineer,84078,Zita Zoppo,62901,Zita Zoppo,,Zita,Finance,,Fresno,TX,Andras,Pannier,Campaign 7,5.49,1.6,1.82,1.69,1.24,0.12,1.45,0.62,0.62,0.87,0.56,0.69,0.93,0.68,0.85,27.39,3.3,4.6,27.76,14.11,17.54,11.43,10.94,16.42,9.67,12.14,2.99,15.67,16.36,3.06,2.88,18.85,0.01,1.92,0.7,1.36,2018-04-14 07:49:04,2018-04-14 16:49:04,2018-10-14 07:49:04
10/20/2017,21,Mari Jaggar,InActive,Campaign 5,Huntsville,Written contract,Recruiter,80965,Mari Jaggar,60597,Mari Jaggar,Vct,Mari,Consumer Services,Periract,Young America,AL,Zandra,Tampflex,Campaign 5,7.76,0.9,1.25,1.41,0.36,0.49,1.77,0.14,0.7,0.32,0.3,0.36,0.93,0.03,0.82,37.02,4.27,2.24,21.83,29.14,19.21,15.64,8.68,18.37,2.22,18.88,19.86,13.99,9.18,13.29,10.32,15.64,1.28,1.04,1.69,1.99,2018-02-03 07:40:45,2018-02-03 16:40:45,2018-08-03 07:40:45
7/13/2018,40067,Tammie Fonso,InActive,Campaign 8,Pensacola,Period contract,Analog Circuit Design manager,65682,Tammie Fonso,76394,Tammie Fonso,,Tammie,Technology,,Dallas,FL,Brannon,Prodder,Campaign 8,5.14,0.3,1.81,1.44,0.11,0.28,1.94,0.9,0.17,0.93,1.0,0.64,0.82,0.92,0.47,20.71,3.26,2.64,23.95,13.24,3.0,17.76,6.55,5.99,3.19,9.88,16.11,7.73,2.02,3.98,5.02,3.76,1.29,0.07,1.78,1.71,2018-01-12 05:28:56,2018-01-12 14:28:56,2018-07-12 05:28:56
2/7/2018,193,Debbi Mazzilli,InActive,Campaign 1,Fort Worth,Standard form contract,Computer Systems Analyst III,74750,Debbi Mazzilli,86817,Debbi Mazzilli,,Debbi,Consumer Non-Durables,,Seattle,TX,Amargo,Alpha,Campaign 1,5.23,0.6,1.75,1.63,0.54,0.09,0.9,0.24,0.83,0.5,0.93,0.69,0.78,0.6,0.91,35.19,3.92,2.51,21.12,19.63,17.95,6.96,8.27,2.14,4.92,2.35,19.74,16.68,13.45,8.12,3.97,15.48,0.62,0.94,0.69,0.63,2018-02-23 10:56:14,2018-02-23 19:56:14,2018-08-23 10:56:14
8/15/2017,2402,Robinett Mc Combe,Active,Campaign 7,San Francisco,Written contract,Research Assistant III,84931,Robinett Mc Combe,76935,Robinett Mc Combe,,Robinett,n/a,,Lansing,CA,Mayne,Temp,Campaign 7,5.16,1.6,0.34,1.95,0.6,0.05,0.07,0.97,0.08,0.04,0.38,0.57,0.69,0.65,0.18,26.0,3.88,4.72,22.05,10.16,6.16,7.41,10.41,19.74,8.5,10.25,6.75,4.72,9.74,17.08,18.89,8.75,0.63,1.37,1.46,0.34,2018-04-13 09:44:21,2018-04-13 18:44:21,2018-10-13 09:44:21
3/1/2018,03333,Veradis Spratling,Active,Campaign 1,Laurel,Period contract,Registered Nurse,57426,Veradis Spratling,91277,Veradis Spratling,,Veradis,n/a,,San Francisco,MD,Stevie,Aerified,Campaign 1,5.92,0.9,0.13,1.68,1.38,0.3,0.77,0.8,0.54,0.74,0.08,0.32,0.21,0.86,0.88,30.91,4.72,4.75,21.31,21.06,12.02,15.54,18.75,2.42,16.92,5.4,2.33,12.25,5.21,4.96,2.33,12.45,0.44,0.45,1.65,1.9,2017-10-09 17:31:42,2017-10-10 02:31:42,2018-04-09 17:31:42
3/11/2018,87322,Jorrie Flute,InActive,Campaign 3,Ogden,Standard form contract,Analog Circuit Design manager,97589,Jorrie Flute,67519,Jorrie Flute,Vct,Jorrie,n/a,Wrntract,Raleigh,UT,Ivan,Holdlamis,Campaign 3,7.22,1.5,1.58,1.59,0.04,0.21,1.44,0.93,0.13,0.8,0.48,0.35,0.21,0.54,0.16,27.67,2.25,3.35,20.52,21.7,17.32,9.61,18.26,12.09,4.42,6.81,8.42,2.27,13.9,19.69,19.41,12.15,0.53,1.54,1.12,0.39,2018-02-25 09:27:56,2018-02-25 18:27:56,2018-08-25 09:27:56
11/19/2017,35,Henrieta Lillicrap,InActive,Campaign 1,Salt Lake City,Verbal contract,Environmental Tech,69266,Henrieta Lillicrap,83608,Henrieta Lillicrap,,Henrieta,Technology,,New Orleans,UT,Pierre,Zaam-Dox,Campaign 1,9.31,1.3,1.57,0.14,1.89,0.21,0.94,0.76,0.45,0.27,0.66,0.98,0.35,0.6,0.93,28.23,3.45,4.77,23.96,22.04,18.36,11.69,10.64,8.69,6.49,16.36,8.57,19.08,10.06,8.54,0.92,9.35,0.12,0.78,0.28,1.34,2018-07-29 12:47:06,2018-07-29 21:47:06,2019-01-29 12:47:06
1/26/2018,208,Cecelia McCuthais,Active,Campaign 4,Hialeah,Written contract,Actuary,89567,Cecelia McCuthais,69112,Cecelia McCuthais,,Cecelia,n/a,,Meridian,FL,Laure,Bigtax,Campaign 4,8.61,0.2,0.24,1.25,0.88,0.36,0.96,0.74,0.01,0.79,0.29,0.4,0.62,0.03,0.74,29.57,2.54,4.38,24.82,11.9,15.04,3.78,12.0,19.56,6.19,17.88,12.52,14.91,19.15,9.47,15.78,9.79,1.4,0.14,1.95,1.48,2017-11-11 05:19:14,2017-11-11 14:19:14,2018-05-11 05:19:14
3/8/2018,864,Ethelyn Mallord,InActive,Campaign 3,Canton,Standard form contract,Web Developer II,79235,Ethelyn Mallord,65490,Ethelyn Mallord,Vct,Ethelyn,n/a,Periract,Austin,OH,Court,Span,Campaign 3,6.3,0.4,0.04,0.18,1.45,0.03,1.65,0.84,0.03,0.84,0.37,0.05,0.95,0.38,0.67,21.26,2.79,3.06,21.29,28.82,15.01,13.66,12.63,4.39,5.89,17.67,18.25,12.65,4.78,4.52,6.56,10.92,1.33,1.07,1.34,1.98,2017-12-17 06:07:26,2017-12-17 15:07:26,2018-06-17 06:07:26
11/21/2017,38252,Darlleen Glass,InActive,Campaign 6,Anchorage,Period contract,Professor,59174,Darlleen Glass,85580,Darlleen Glass,Vct,Darlleen,n/a,Periract,Montgomery,AK,Arda,Bigtax,Campaign 6,10.0,0.8,1.65,1.35,0.57,0.27,0.81,0.74,0.41,0.54,0.93,0.3,0.62,0.45,0.79,38.54,4.32,2.67,29.2,12.27,12.1,3.72,5.74,7.38,15.61,13.77,19.49,14.35,18.47,14.61,1.14,18.35,1.72,0.08,0.47,0.18,2018-05-23 19:48:37,2018-05-24 04:48:37,2018-11-23 19:48:37
1/19/2018,073,Lorianne Lowde,InActive,Campaign 1,Winston Salem,Written contract,Food Chemist,94323,Lorianne Lowde,99338,Lorianne Lowde,Vct,Lorianne,n/a,Stanorm coact,Fargo,NC,Jacynth,Home Ing,Campaign 1,7.63,1.6,1.95,0.62,0.89,0.11,1.03,0.68,0.58,0.52,0.28,0.92,0.4,0.6,0.68,32.51,4.54,2.35,14.18,17.97,17.6,4.87,12.93,3.59,2.64,9.24,16.82,6.93,10.11,6.47,12.22,18.29,0.83,1.92,1.05,1.86,2018-02-22 14:40:36,2018-02-22 23:40:36,2018-08-22 14:40:36
1/22/2018,6220,Aidan Braitling,Active,Campaign 1,Toledo,Period contract,Geologist II,79917,Aidan Braitling,66367,Aidan Braitling,,Aidan,n/a,,Knoxville,OH,Lyndsay,Subin,Campaign 1,8.72,0.2,1.32,0.94,0.79,0.41,1.51,0.93,0.63,0.02,0.61,0.46,0.09,0.05,0.94,24.69,4.14,3.54,17.57,17.17,6.77,17.0,19.91,2.83,3.41,8.12,10.38,2.69,0.46,15.21,18.48,18.88,1.06,0.77,0.16,1.52,2018-07-09 10:47:16,2018-07-09 19:47:16,2019-01-09 10:47:16
11/2/2017,57,Charin Schinetti,InActive,Campaign 4,Tucson,Standard form contract,Systems Administrator I,80331,Charin Schinetti,97551,Charin Schinetti,Periract,Charin,n/a,Wrntract,Milwaukee,AZ,Elinore,Vagram,Campaign 4,9.57,1.6,0.77,0.1,1.17,0.37,1.51,0.69,0.17,0.3,0.07,0.44,0.89,0.41,0.21,37.47,4.01,3.49,24.58,17.74,19.97,18.65,9.47,16.92,13.6,18.31,6.77,17.81,13.85,3.96,18.05,9.65,0.85,0.79,0.83,1.86,2017-12-23 12:40:18,2017-12-23 21:40:18,2018-06-23 12:40:18
1/13/2018,04109,Jillana Kencott,InActive,Campaign 7,Dayton,Period contract,Administrative Officer,91522,Jillana Kencott,89455,Jillana Kencott,Vct,Jillana,Health Care,Vct,Kansas City,OH,Bernadette,Opela,Campaign 7,5.42,0.4,0.42,1.72,1.2,0.06,0.87,0.58,0.99,0.11,0.84,0.63,0.96,0.8,0.25,23.95,3.86,3.54,26.88,18.95,11.81,15.28,13.49,14.27,19.65,13.46,15.94,18.23,5.39,14.83,9.47,19.75,1.03,1.79,0.06,1.44,2018-07-01 15:00:07,2018-07-02 00:00:07,2019-01-01 15:00:07
4/29/2018,260,Glori Earlam,InActive,Campaign 6,Van Nuys,Period contract,Quality Engineer,75342,Glori Earlam,58766,Glori Earlam,Periract,Glori,n/a,Stanorm coact,Dayton,CA,Danell,Stronghold,Campaign 6,9.28,1.5,0.5,1.72,0.15,0.14,1.85,0.05,0.65,0.48,0.35,0.77,0.44,0.7,0.73,37.89,4.57,2.07,17.58,15.49,7.33,12.38,11.54,15.07,19.23,15.77,13.48,2.01,4.02,6.25,1.07,13.07,0.64,0.65,1.03,1.81,2018-05-31 08:09:49,2018-05-31 17:09:49,2018-11-30 08:09:49
3/14/2018,115,Gloria Dunaway,InActive,Campaign 1,Lubbock,Written contract,Food Chemist,67510,Gloria Dunaway,83721,Gloria Dunaway,Vct,Gloria,Energy,Stanorm coact,Fresno,TX,Alexandros,Cookley,Campaign 1,7.03,0.0,1.47,1.61,0.05,0.41,1.13,0.32,0.66,0.18,0.62,0.17,0.44,0.87,0.97,24.46,4.02,4.73,22.79,13.85,6.03,12.9,4.31,11.14,3.61,19.5,6.61,18.08,16.43,16.03,2.29,7.81,1.72,1.08,0.43,1.49,2017-09-14 17:08:39,2017-09-15 02:08:39,2018-03-14 17:08:39
7/26/2018,93863,Maddalena Shimoni,Active,Campaign 8,Springfield,Verbal contract,Product Engineer,56486,Maddalena Shimoni,81349,Maddalena Shimoni,,Maddalena,Consumer Non-Durables,,Spokane,IL,Mel,Sub-Ex,Campaign 8,8.99,0.8,0.11,1.59,0.61,0.46,0.18,0.15,0.81,0.88,0.93,0.35,0.41,0.23,0.55,20.9,4.23,4.3,11.75,19.83,13.79,9.91,6.34,14.67,2.62,5.32,3.14,3.48,7.31,18.83,8.49,10.95,0.19,0.35,0.84,0.27,2017-10-08 19:15:29,2017-10-09 04:15:29,2018-04-08 19:15:29
12/29/2017,544,Hetty Bolus,Active,Campaign 1,Houston,Verbal contract,Professor,77403,Hetty Bolus,97388,Hetty Bolus,,Hetty,Consumer Services,,Louisville,TX,Cobbie,Biodex,Campaign 1,6.22,0.3,1.45,0.72,0.22,0.09,0.36,0.93,0.16,0.52,0.21,0.88,0.02,0.24,0.72,39.22,3.22,2.37,12.62,10.83,14.5,15.21,14.31,5.66,5.58,10.15,4.1,3.98,12.77,8.1,2.82,4.35,1.92,1.21,0.72,0.51,2018-05-14 20:46:30,2018-05-15 05:46:30,2018-11-14 20:46:30
1/19/2018,87482,Robinet O'Lagen,InActive,Campaign 3,Richmond,Verbal contract,Recruiter,64087,Robinet O'Lagen,89386,Robinet O'Lagen,,Robinet,n/a,,Corpus Christi,VA,Milena,Overhold,Campaign 3,8.52,1.8,1.75,0.55,0.05,0.08,0.96,0.19,0.74,0.74,0.25,0.5,0.13,0.97,0.68,33.3,4.39,2.09,10.97,14.76,8.41,12.49,19.74,4.42,9.55,19.4,4.55,8.45,5.53,11.55,2.36,17.5,0.61,0.99,0.19,0.89,2017-12-01 23:30:27,2017-12-02 08:30:27,2018-06-01 23:30:27
7/15/2018,147,Devonna Gulvin,InActive,Campaign 6,Chicago,Written contract,Analog Circuit Design manager,66463,Devonna Gulvin,73817,Devonna Gulvin,Wrntract,Devonna,Capital Goods,Periract,Nashville,IL,Cliff,Viva,Campaign 6,5.05,1.2,0.73,1.32,0.63,0.44,1.5,0.05,0.25,0.58,0.41,0.66,0.5,0.66,0.83,27.31,3.43,3.72,25.29,13.55,15.01,12.84,15.14,14.65,19.32,17.65,3.19,5.73,12.81,19.76,0.07,3.51,0.7,1.9,1.46,1.76,2017-12-17 08:00:17,2017-12-17 17:00:17,2018-06-17 08:00:17
2/25/2018,16584,Erminie Siaspinski,Active,Campaign 3,Seattle,Period contract,Systems Administrator III,97788,Erminie Siaspinski,95069,Erminie Siaspinski,,Erminie,Health Care,,Omaha,WA,Oswell,Stim,Campaign 3,5.02,0.7,0.34,0.68,1.86,0.24,1.7,0.9,0.37,0.72,0.26,0.67,0.15,0.28,0.99,31.29,3.96,4.05,16.24,10.77,7.63,3.93,6.94,11.0,9.28,4.58,5.56,16.92,18.32,16.39,10.4,2.29,1.41,0.1,1.33,0.25,2018-02-04 22:22:26,2018-02-05 07:22:26,2018-08-04 22:22:26
7/7/2018,9,Sena Pedrocchi,InActive,Campaign 2,Macon,Written contract,Automation Specialist III,66512,Sena Pedrocchi,66901,Sena Pedrocchi,Vct,Sena,n/a,Periract,San Angelo,GA,Nicki,Duobam,Campaign 2,5.65,0.5,0.89,0.65,0.34,0.21,1.48,0.76,0.55,0.97,0.63,0.79,0.88,0.28,0.95,28.67,2.2,4.03,22.7,23.43,18.37,8.97,17.19,11.35,10.81,11.36,19.63,12.48,16.35,18.76,2.78,6.56,0.25,1.97,1.88,0.79,2017-11-10 16:41:45,2017-11-11 01:41:45,2018-05-10 16:41:45
3/27/2018,2,Alisun Benham,Active,Campaign 4,Farmington,Verbal contract,Senior Developer,84763,Alisun Benham,72512,Alisun Benham,,Alisun,Energy,,Dallas,MI,Pedro,Fix San,Campaign 4,6.9,1.6,0.84,0.37,0.92,0.38,0.52,0.84,0.2,0.67,0.92,0.21,0.79,0.38,1.0,28.23,3.03,3.54,22.61,25.49,7.98,19.75,8.23,9.07,11.49,7.84,6.59,10.39,4.27,19.94,13.15,16.28,1.03,0.58,1.9,1.08,2017-09-22 08:05:56,2017-09-22 17:05:56,2018-03-22 08:05:56
10/30/2017,1716,Milena Kinnett,Active,Campaign 4,Indianapolis,Verbal contract,VP Product Management,81467,Milena Kinnett,88193,Milena Kinnett,Periract,Milena,n/a,Vct,Lafayette,IN,Sawyer,Redhold,Campaign 4,6.99,0.5,0.07,0.3,0.3,0.42,1.94,0.82,0.78,0.31,0.08,0.87,0.66,0.23,0.97,22.12,4.73,4.28,17.51,16.34,18.2,5.25,8.72,17.03,6.9,13.61,2.24,19.9,19.81,0.76,4.13,10.99,0.77,0.13,0.68,0.76,2018-01-21 03:09:45,2018-01-21 12:09:45,2018-07-21 03:09:45
2/9/2018,592,Bree Durrant,Active,Campaign 1,San Francisco,Period contract,Occupational Therapist,84208,Bree Durrant,84956,Bree Durrant,,Bree,Miscellaneous,,Canton,CA,Zilvia,Span,Campaign 1,8.07,1.0,1.05,0.48,1.56,0.06,1.12,0.62,0.17,0.13,0.72,0.04,0.82,0.01,0.95,37.33,2.26,4.2,26.52,19.92,8.68,12.75,3.15,13.0,17.71,11.79,2.19,12.67,10.23,1.08,13.99,5.27,0.54,1.99,0.76,0.88,2017-11-22 04:39:27,2017-11-22 13:39:27,2018-05-22 04:39:27
8/21/2017,7,Minette Darnborough,Active,Campaign 2,Kingsport,Verbal contract,Account Executive,72047,Minette Darnborough,87722,Minette Darnborough,,Minette,Public Utilities,,Knoxville,TN,Henriette,Keylex,Campaign 2,9.84,1.9,1.54,0.44,0.13,0.38,1.95,0.46,0.74,0.18,0.13,0.23,0.82,0.62,0.69,35.88,3.13,4.63,20.83,26.78,16.92,6.52,13.25,11.58,13.08,5.79,6.61,19.55,15.31,14.26,0.5,14.82,0.95,0.46,0.35,1.32,2018-02-10 21:51:17,2018-02-11 06:51:17,2018-08-10 21:51:17
11/22/2017,06,Carry Crigin,InActive,Campaign 6,Dallas,Written contract,Internal Auditor,95383,Carry Crigin,79904,Carry Crigin,Periract,Carry,Energy,Periract,Washington,TX,Inger,Bamity,Campaign 6,8.33,0.0,1.26,1.08,1.24,0.32,0.07,0.63,0.65,0.29,0.12,0.4,0.31,0.07,0.72,33.47,4.87,2.71,20.36,12.39,11.26,2.91,3.66,7.97,5.2,5.12,4.67,14.07,14.33,1.46,14.72,4.91,1.82,0.54,1.91,0.38,2018-04-12 18:22:37,2018-04-13 03:22:37,2018-10-12 18:22:37
11/24/2017,9,Ileane Walding,Active,Campaign 7,Louisville,Verbal contract,Account Coordinator,88510,Ileane Walding,65537,Ileane Walding,,Ileane,Health Care,,Fresno,KY,Mariejeanne,Stronghold,Campaign 7,8.95,0.7,1.46,0.37,0.56,0.16,0.96,0.92,0.38,0.92,0.79,0.73,0.73,0.35,0.95,35.6,4.72,2.69,18.84,26.41,15.86,16.77,11.82,8.97,13.58,10.53,2.3,18.28,7.47,13.33,6.51,8.86,1.37,0.5,0.28,1.75,2018-07-04 12:11:29,2018-07-04 21:11:29,2019-01-04 12:11:29
7/16/2018,15,Gilemette Perrigo,Active,Campaign 3,Albany,Period contract,Librarian,95397,Gilemette Perrigo,86658,Gilemette Perrigo,,Gilemette,Capital Goods,,Arlington,NY,Gar,Andalax,Campaign 3,9.21,0.4,0.38,1.11,1.49,0.47,1.63,0.55,0.14,0.79,0.05,0.24,0.46,0.24,0.01,31.98,4.54,4.4,17.35,20.03,17.14,14.4,4.32,17.21,12.24,16.56,7.96,3.22,9.52,15.34,11.71,13.21,0.09,0.73,1.98,1.82,2018-03-13 11:36:04,2018-03-13 20:36:04,2018-09-13 11:36:04
